Transactie_Datum,Product,Prijs,Betaalwijze,Naam,Plaats,Staat,Land,Account_Aangemaakt,Laatste_Login
18/1/2009 11:03,Product2,3600,Amex,Katie,Gava,Catalonia,Spain,18/1/2009 06:16,12/2/2009 07:35
5/1/2009 18:55,Product1,1200,Visa,Nicole,Mc Lean,VA,United States,3/4/2008 16:57,12/2/2009 10:25
2/1/2009 18:54,Product1,1200,Mastercard,Kelly,Hendersonville,TN,United States,7/12/2008 04:51,12/2/2009 11:31
13/1/2009 14:44,Product2,3600,Visa,george,Zurich,Zurich,Switzerland,14/12/2008 10:19,12/2/2009 12:08
4/1/2009 04:05,Product1,1200,Mastercard,Samantha,Watford,England,United Kingdom,31/12/2008 08:33,12/2/2009 12:29
27/1/2009 12:47,Product1,1200,Visa,Caterina,Amsterdam,Noord-Holland,Netherlands,27/1/2009 12:03,12/2/2009 12:59
22/1/2009 06:51,Product1,1200,Visa,Kate,Rochester Hills,MI,United States,22/1/2009 05:54,12/2/2009 13:01
1/1/2009 21:40,Product1,1200,Mastercard,Tina,Anglesea,Victoria,Australia,20/10/2008 18:27,12/2/2009 14:58
27/1/2009 18:06,Product1,1200,Visa,Emily,Killarney,New Providence,The Bahamas,13/1/2009 18:22,12/2/2009 19:28
10/1/2009 14:59,Product1,1200,Amex,Maricel,Malibu,CA,United States,10/1/2009 14:47,12/2/2009 19:39
26/1/2009 15:42,Product1,1200,Visa,Patricia,Allen,TX,United States,26/1/2009 14:38,12/2/2009 22:41
12/1/2009 14:37,Product1,1200,Mastercard,steve,Evires,Rhone-Alpes,France,12/1/2009 07:47,12/2/2009 23:49
16/1/2009 07:58,Product1,1200,Amex,Darrah,Den Haag,Zuid-Holland,Netherlands,30/9/2007 04:03,13/2/2009 03:05
22/1/2009 14:32,Product1,1200,Visa,Sara,Perth City,Western Australia,Australia,5/9/2008 07:18,13/2/2009 03:50
19/1/2009 06:50,Product1,1200,Visa,Erika,Redruth,England,United Kingdom,6/1/2009 13:29,13/2/2009 04:27
24/1/2009 11:54,Product1,1200,Visa,Audrey,Bruxelles,Brussels (Bruxelles),Belgium,24/1/2009 10:47,13/2/2009 06:39
13/1/2009 13:36,Product1,1200,Visa,Louise,London,England,United Kingdom,16/5/2006 09:10,13/2/2009 06:41
13/1/2009 11:56,Product1,1200,Diners,Karen,Montreal,Quebec,Canada,31/10/2008 12:37,13/2/2009 08:18
19/1/2009 07:49,Product1,1200,Amex,Maki,Miami Beach,FL,United States,18/1/2009 15:26,13/2/2009 12:26
10/1/2009 07:37,Product1,1200,Visa,Peter,Shankill,Dublin,Ireland,11/10/2008 03:19,13/2/2009 13:32
20/1/2009 05:53,Product1,1200,Diners,Ashlee,Oxford,England,United Kingdom,14/1/2009 04:35,13/2/2009 14:15
6/1/2009 10:34,Product1,1200,Mastercard,Anja,New York,NY,United States,6/1/2009 10:03,13/2/2009 14:41
23/1/2009 05:14,Product1,1200,Visa,Ellen Walton,Melbourne,Victoria,Australia,16/12/2007 17:05,13/2/2009 15:28
14/1/2009 16:02,Product1,1200,Mastercard,Jessica,Woodland Hills,CA,United States,14/1/2009 14:53,13/2/2009 16:45
14/1/2009 18:05,Product1,1200,Visa,Wouter and Andrea,Anchorage,AK,United States,10/1/2009 03:19,13/2/2009 17:22
8/1/2009 20:52,Product1,1200,Visa,Pam and Rob,Yorba Linda,CA,United States,18/11/2008 20:03,13/2/2009 19:32
7/1/2009 13:57,Product1,1200,Visa,Elsa,Waiwera,Auckland,New Zealand,7/1/2009 13:32,13/2/2009 19:54
25/1/2009 10:34,Product1,1200,Amex,kathleen kane,Jamaica Plain,MA,United States,19/1/2009 19:01,13/2/2009 20:20
28/1/2009 04:35,Product1,1200,Diners,Selene,Oslo,Oslo,Norway,5/4/2005 05:30,13/2/2009 23:15
19/1/2009 03:25,Product1,1200,Visa,Christy,Setagaya,Tokyo,Japan,10/1/2006 04:49,14/2/2009 01:03
18/1/2009 00:41,Product2,3600,Visa,Hanna Agla,Donauworth,Bayern,Germany,21/9/2006 23:27,14/2/2009 01:11
27/1/2009 02:38,Product1,1200,Visa,Elyse,Bandon,Cork,Ireland,30/11/2007 09:25,14/2/2009 03:36
16/1/2009 06:04,Product1,1200,Mastercard,Alexis,Ehingen an der Donau,Baden-Wurttemberg,Germany,15/1/2009 02:56,14/2/2009 05:05
5/1/2009 05:30,Product1,1200,Visa,M George,Paris,Ile-de-France,France,5/1/2009 04:11,14/2/2009 05:34
9/1/2009 14:55,Product1,1200,Visa,John,Banbury,England,United Kingdom,8/1/2009 16:23,14/2/2009 07:27
29/1/2009 10:07,Product1,1200,Visa,cheryl,Beverly Hills,CA,United States,27/1/2009 08:42,14/2/2009 10:01
27/1/2009 03:55,Product1,1200,Amex,R,Danderyd,Stockholm,Sweden,13/9/2006 10:09,14/2/2009 10:37
25/1/2009 12:35,Product2,3600,Visa,Charlene,Sebastopol,CA,United States,25/1/2009 10:42,14/2/2009 10:40
3/1/2009 16:56,Product1,1200,Visa,Cindy,Glendora,CA,United States,13/3/2004 14:09,14/2/2009 11:23
12/1/2009 12:04,Product1,1200,Visa,Ed,Nacka,Stockholm,Sweden,5/12/2007 12:48,14/2/2009 12:32
27/1/2009 03:19,Product1,1200,Mastercard,Astrid,Canterbury,England,United Kingdom,27/1/2009 01:01,14/2/2009 13:35
24/1/2009 09:30,Product1,1200,Visa,Nicole,Neuchatel,Neuchatel,Switzerland,24/1/2009 05:24,14/2/2009 13:45
25/1/2009 18:33,Product1,1200,Visa,Maria Macarena,Billings,MT,United States,23/1/2009 09:35,14/2/2009 16:27
15/1/2009 11:43,Product1,1200,Visa,Maggie,Libertyville,IL,United States,24/10/2008 19:02,14/2/2009 17:43
23/1/2009 16:30,Product2,3600,Amex,Christophe,Temecula,CA,United States,9/1/2009 15:59,14/2/2009 19:11
5/1/2009 12:57,Product1,1200,Diners,Manoj,Boise,ID,United States,5/1/2009 09:32,14/2/2009 19:19
29/1/2009 16:52,Product1,1200,Visa,Brenda,Rock Hill,SC,United States,25/1/2009 12:00,14/2/2009 19:34
10/1/2009 00:04,Product1,1200,Mastercard,Lizelle,Mililani,HI,United States,9/1/2009 23:37,14/2/2009 19:34
3/1/2009 14:17,Product2,3600,Visa,Kees en Valesca,Scamander,Tasmania,Australia,3/1/2009 13:53,14/2/2009 20:11
15/1/2009 09:00,Product1,1200,Visa,Cormac,Freeport City,Freeport,The Bahamas,15/1/2009 08:10,14/2/2009 20:36
24/1/2009 20:58,Product1,1200,Visa,jacqueline,North Vancouver,British Columbia,Canada,28/12/2008 15:54,14/2/2009 22:12
10/1/2009 11:53,Product1,1200,Visa,Martin,Ludwigsburg,Baden-Wurttemberg,Germany,17/1/2008 08:20,15/2/2009 01:42
4/1/2009 17:34,Product1,1200,Mastercard,Dean,Rockingham,Western Australia,Australia,20/10/2007 19:09,15/2/2009 02:14
28/1/2009 00:22,Product1,1200,Visa,VERBENA,Basel,Basel-Town,Switzerland,27/9/2008 00:24,15/2/2009 03:20
17/1/2009 01:49,Product1,1200,Mastercard,Angel Marie,Den Haag,Zuid-Holland,Netherlands,13/1/2009 05:09,15/2/2009 05:19
25/1/2009 17:48,Product1,1200,Visa,olla,Westminster,CO,United States,24/1/2009 23:48,15/2/2009 08:08
22/1/2009 05:39,Product2,3600,Visa,Eman,Penclawdd,Wales,United Kingdom,14/1/2009 13:33,15/2/2009 08:34
19/1/2009 15:40,Product2,3600,Visa,Julia,Ede,Gelderland,Netherlands,19/1/2009 14:32,15/2/2009 10:33
21/1/2009 23:52,Product1,1200,Visa,Sarah,Plan-les-Ouattes,Geneve,Switzerland,23/11/2008 04:51,15/2/2009 11:16
19/1/2009 13:15,Product1,1200,Visa,Esther,Stocksund,Stockholm,Sweden,29/5/2007 01:32,15/2/2009 11:39
16/1/2009 07:35,Product1,1200,Diners,amy,Stuttgart,Baden-Wurttemberg,Germany,6/10/2006 02:02,15/2/2009 12:00
22/1/2009 09:48,Product2,3600,Mastercard,Jyoti,Tunbridge Wells,England,United Kingdom,8/1/2008 14:37,15/2/2009 13:36
18/1/2009 12:05,Product2,3600,Visa,Keri,Issaquah,WA,United States,5/1/2009 19:24,15/2/2009 13:40
4/1/2009 10:44,Product1,1200,Diners,Paul,Burnaby,British Columbia,Canada,26/11/2008 20:16,15/2/2009 13:46
20/1/2009 14:55,Product1,1200,Mastercard,Attie,Cypress,CA,United States,27/9/2008 07:22,15/2/2009 15:23
2/1/2009 18:41,Product1,1200,Visa,odile,Lititz,PA,United States,1/2/2006 08:47,15/2/2009 15:47
2/1/2009 07:03,Product1,1200,Visa,gail,London,England,United Kingdom,24/5/2008 11:10,15/2/2009 16:04
21/1/2009 07:19,Product1,1200,Visa,Niki,Chadds Ford,PA,United States,5/3/2008 11:25,15/2/2009 16:06
11/1/2009 17:52,Product2,3600,Visa,Danny,St Thomas,VI,United States,17/9/2003 11:57,15/2/2009 18:08
16/1/2009 17:56,Product1,1200,Mastercard,Sarah,Coppell,TX,United States,16/1/2009 12:57,15/2/2009 20:13
9/1/2009 20:00,Product1,1200,Visa,Beckie,Ladera Ranch,CA,United States,6/1/2009 13:50,15/2/2009 23:10
13/1/2009 02:47,Product1,1200,Visa,Maryse,Rathfarnham,Dublin,Ireland,13/1/2009 02:35,16/2/2009 00:09
19/1/2009 04:23,Product2,3600,Mastercard,don,Cagliari,Sardinia,Italy,13/1/2008 11:41,16/2/2009 00:22
13/1/2009 12:51,Product1,1200,Visa,Majken,Charlottenlund,Kobenhavn,Denmark,27/5/2008 18:51,16/2/2009 01:05
29/1/2009 07:40,Product1,1200,Amex,Karen and Andrew,Munchen,Bayern,Germany,29/7/2003 09:23,16/2/2009 02:39
21/1/2009 04:34,Product1,1200,Visa,Katerina,Firenze,Tuscany,Italy,24/4/2008 00:57,16/2/2009 03:45
7/1/2009 13:28,Product1,1200,Mastercard,Mary,Baile Atha Bui,Meath,Ireland,21/9/2005 15:42,16/2/2009 03:51
26/1/2009 16:47,Product1,1200,Visa,Oscar,Chamonix-Mont-Blanc,Rhone-Alpes,France,26/1/2009 04:53,16/2/2009 05:01
29/1/2009 01:01,Product1,1200,Diners,Suejean,Gingins,Vaud,Switzerland,20/1/2009 06:14,16/2/2009 05:09
25/1/2009 12:55,Product1,1200,Amex,ann,Boca Raton,FL,United States,6/12/2008 15:26,16/2/2009 06:54
24/1/2009 13:35,Product1,1200,Visa,Renee,Chaska,MN,United States,11/5/2006 13:27,16/2/2009 09:00
28/1/2009 13:30,Product1,1200,Visa,Catherine,Hghlnds Ranch,CO,United States,28/1/2009 13:03,16/2/2009 09:13
20/1/2009 19:08,Product1,1200,Amex,Rhonda,Atlanta,GA,United States,21/11/2008 05:52,16/2/2009 10:08
29/1/2009 17:13,Product1,1200,Amex,alix,Tenafly,NJ,United States,12/12/2007 12:26,16/2/2009 10:19
2/1/2009 05:33,Product1,1200,Visa,Mike,Aberdeen,Scotland,United Kingdom,18/10/2004 04:53,16/2/2009 11:12
31/1/2009 11:03,Product1,1200,Visa,Diane,Djurgarden,Stockholm,Sweden,25/1/2009 03:48,16/2/2009 12:08
13/1/2009 09:16,Product1,1200,Visa,Sigrun,Nashville,TN,United States,12/1/2009 20:48,16/2/2009 12:33
19/1/2009 12:38,Product1,1200,Visa,Dania,Munich,Bayern,Germany,19/1/2009 11:47,16/2/2009 12:46
18/1/2009 12:14,Product2,3600,Mastercard,Kelsi,Utrecht,Utrecht,Netherlands,12/12/2008 03:30,16/2/2009 12:49
22/1/2009 10:59,Product1,1200,Visa,Maria,Boyceville,WI,United States,2/1/2009 14:09,16/2/2009 14:50
14/1/2009 07:30,Product1,1200,Visa,Bent Erik,Basauri,Pais Vasco,Spain,3/2/2008 02:56,16/2/2009 15:04
19/1/2009 01:52,Product1,1200,Amex,Kirsten,Melbourne,Victoria,Australia,24/4/2007 04:36,17/2/2009 01:20
8/1/2009 23:00,Product1,1200,Visa,Dickson,Kemerburgaz,Istanbul,Turkey,16/9/2008 02:07,17/2/2009 01:29
25/1/2009 07:29,Product1,1200,Diners,Howard,Worcester,England,United Kingdom,22/1/2009 14:02,17/2/2009 03:00
17/1/2009 15:19,Product1,1200,Visa,Dana,Thurles,Tipperary,Ireland,15/1/2009 09:13,17/2/2009 03:26
23/1/2009 12:23,Product1,1200,Mastercard,Nola,Den Haag,Zuid-Holland,Netherlands,23/1/2009 11:11,17/2/2009 03:35
24/1/2009 08:45,Product1,1200,Visa,Elizabeth,Cos Cob,CT,United States,8/11/2008 14:45,17/2/2009 03:40
27/1/2009 03:45,Product2,3600,Visa,minjeong,Bern,Bern,Switzerland,27/1/2009 02:39,17/2/2009 03:44
29/1/2009 23:48,Product1,1200,Visa,Matt,Leicester,England,United Kingdom,15/11/2008 06:49,17/2/2009 05:47
3/1/2009 18:43,Product1,1200,Visa,Vanessa,Cornwall,Ontario,Canada,3/7/2006 08:36,17/2/2009 06:17
24/1/2009 17:18,Product2,3600,Visa,Charlotte,Sterling,VA,United States,15/2/2008 15:34,17/2/2009 06:26
2/1/2009 15:13,Product1,1200,Visa,Rowena,Cork,Cork,Ireland,10/1/2006 07:05,17/2/2009 06:38
8/1/2009 10:44,Product1,1200,Visa,Catherine,Mount Forest,Ontario,Canada,6/1/2009 13:03,17/2/2009 06:39
29/1/2009 08:13,Product1,1200,Mastercard,Sarah,Ridgefield,CT,United States,28/1/2008 13:55,17/2/2009 07:55
24/1/2009 10:26,Product1,1200,Visa,sorcha,Porto Alegre,Rio Grande do Sul,Brazil,24/1/2009 04:47,17/2/2009 08:05
24/1/2009 12:56,Product1,1200,Visa,sorcha,Cartierville,Quebec,Canada,12/1/2009 21:34,17/2/2009 09:19
7/1/2009 13:38,Product1,1200,Mastercard,Mary,Stuttgart,Baden-Wurttemberg,Germany,6/1/2009 13:40,17/2/2009 09:32
23/1/2009 15:38,Product1,1200,Visa,Ronja,Manhattan,NY,United States,17/1/2009 15:05,17/2/2009 10:58
26/1/2009 14:43,Product1,1200,Visa,Nicola,Sneem,Kerry,Ireland,26/1/2009 13:55,17/2/2009 11:07
17/1/2009 20:33,Product1,1200,Amex,BURCAK,Alpharetta,GA,United States,9/1/2009 11:26,17/2/2009 12:31
5/1/2009 09:15,Product1,1200,Visa,isabelle,Sainte-Therese-de-Blainville,Quebec,Canada,21/8/2008 09:43,17/2/2009 12:34
20/1/2009 08:16,Product1,1200,Mastercard,christy,Germantown,TN,United States,6/1/2009 08:33,17/2/2009 13:01
29/1/2009 12:46,Product1,1200,Visa,Lilly,Castleknock,Dublin,Ireland,19/1/2009 16:00,17/2/2009 14:06
15/1/2009 18:12,Product1,1200,Diners,Mandy,Hono,HI,United States,29/1/2007 13:21,17/2/2009 14:17
23/1/2009 13:55,Product1,1200,Mastercard,Elena,New Rochelle,NY,United States,7/8/2005 15:07,17/2/2009 15:16
26/1/2009 10:26,Product1,1200,Visa,Lolarae,Calgary,Alberta,Canada,26/1/2009 10:16,17/2/2009 15:17
12/1/2009 11:48,Product1,1200,Mastercard,Lisa,South Waterford,ME,United States,5/7/2007 14:58,17/2/2009 15:29
29/1/2009 15:20,Product1,1200,Mastercard,Nita and Trebor,Washington Township,OH,United States,18/1/2009 20:47,17/2/2009 16:29
28/1/2009 07:26,Product1,1200,Visa,Jenevieve,Guelph,Ontario,Canada,23/1/2009 19:04,17/2/2009 18:08
14/1/2009 00:03,Product2,3600,Mastercard,Piret,Bunbury,Western Australia,Australia,16/6/2008 18:22,17/2/2009 19:31
13/1/2009 01:55,Product1,1200,Mastercard,Damian,Mettlach,Saarland,Germany,1/4/2006 22:29,17/2/2009 20:45
12/1/2009 23:21,Product1,1200,Mastercard,Lusell,Oberwil,Basel-Country,Switzerland,6/1/2009 02:47,17/2/2009 22:57
22/1/2009 02:16,Product1,1200,Visa,Costanza,Beykoz,Istanbul,Turkey,7/9/2008 11:43,18/2/2009 00:27
29/1/2009 12:53,Product1,1200,Visa,Vanessa,Arc-et-Senans,Franche-Comte,France,29/1/2009 10:10,18/2/2009 01:03
28/1/2009 11:36,Product1,1200,Diners,Evelyn,Grossbodungen,Thuringia,Germany,28/1/2009 11:08,18/2/2009 02:04
19/1/2009 06:50,Product1,1200,Amex,Nicola,Bruxelles,Brussels (Bruxelles),Belgium,13/7/2008 11:29,18/2/2009 02:30
30/1/2009 05:20,Product1,1200,Visa,Simone,Kilcornan,Limerick,Ireland,30/1/2009 04:06,18/2/2009 07:23
19/1/2009 14:06,Product1,1200,Mastercard,Elisabeth,Wilmington,NC,United States,19/1/2009 12:41,18/2/2009 08:18
8/1/2009 09:43,Product1,1200,Visa,Kasey,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,5/1/2009 09:05,18/2/2009 08:38
23/1/2009 09:09,Product2,3600,Amex,Olympe,Lidingo,Stockholm,Sweden,18/1/2006 11:49,18/2/2009 08:45
20/1/2009 08:58,Product1,1200,Visa,James,Edmonton,Alberta,Canada,24/12/2008 17:51,18/2/2009 09:42
2/1/2009 13:35,Product1,1200,Visa,Alyssa,Antibes,Provence-Alpes-Cote d'Azur,France,29/7/2008 12:32,18/2/2009 10:28
9/1/2009 15:03,Product1,1200,Visa,Reto,Seattle,WA,United States,8/1/2009 18:59,18/2/2009 15:51
23/1/2009 07:04,Product1,1200,Amex,Joelle,Rowayton,CT,United States,20/1/2009 10:46,18/2/2009 16:55
17/1/2009 10:14,Product1,1200,Mastercard,Nicole,Simcoe,Ontario,Canada,17/1/2009 07:46,18/2/2009 18:49
19/1/2009 16:16,Product1,1200,Mastercard,Alexandria,Lebanon,PA,United States,3/9/2008 19:26,18/2/2009 19:38
20/1/2009 13:54,Product1,1200,Mastercard,Elisabeth,Birkdale,Queensland,Australia,20/12/2005 23:05,18/2/2009 23:07
23/1/2009 21:35,Product1,1200,Visa,Ann,Brisbane,Queensland,Australia,21/4/2007 19:33,18/2/2009 23:12
21/1/2009 23:41,Product1,1200,Visa,Olga,Strasbourg,Alsace,France,4/2/2008 04:45,19/2/2009 00:09
21/1/2009 04:11,Product1,1200,Visa,Courtney,Suchdol,Prague,Czech Republic,30/9/2008 10:39,19/2/2009 00:55
10/1/2009 03:43,Product1,1200,Visa,stacy,Stuttgart,Baden-Wurttemberg,Germany,5/3/2006 15:01,19/2/2009 03:11
15/1/2009 18:08,Product2,3600,Amex,Monica,Villanova,PA,United States,12/1/2009 17:16,19/2/2009 03:19
20/1/2009 14:48,Product2,3600,Visa,Michael,Norrkoping,Ostergotland,Sweden,21/12/2008 11:49,19/2/2009 05:22
21/1/2009 11:56,Product1,1200,Visa,Katrin,Zumikon,Zurich,Switzerland,21/3/2006 13:30,19/2/2009 07:05
30/1/2009 06:18,Product2,3600,Mastercard,Louise,Balgach,St Gallen,Switzerland,14/1/2006 02:40,19/2/2009 07:10
12/1/2009 17:28,Product1,1200,Amex,Alfredo A,Las Vegas,NV,United States,3/12/2008 14:12,19/2/2009 08:09
29/1/2009 08:27,Product2,3600,Visa,Kerry,Prague,Central Bohemia,Czech Republic,27/1/2009 08:53,19/2/2009 08:41
24/1/2009 12:43,Product1,1200,Visa,Saeko,Warwick,NY,United States,2/2/2008 16:37,19/2/2009 10:28
7/1/2009 10:49,Product2,3600,Visa,VIOLETA,Silver Spring,MD,United States,1/9/2008 13:09,19/2/2009 10:43
11/1/2009 17:06,Product1,1200,Visa,Antje,Sacramento,CA,United States,17/9/2008 15:12,19/2/2009 12:05
30/1/2009 06:17,Product1,1200,Visa,janet,Blarney,Cork,Ireland,30/1/2009 03:02,19/2/2009 12:48
7/1/2009 10:52,Product1,1200,Visa,claire,Ballyneety,Limerick,Ireland,7/1/2009 09:42,19/2/2009 14:32
27/1/2009 06:20,Product1,1200,Mastercard,Nathalie,Haymarket,VA,United States,1/6/2006 12:04,19/2/2009 16:52
21/1/2009 20:02,Product1,1200,Mastercard,Daria,George Town,,Cayman Isls,10/1/2009 16:09,19/2/2009 19:19
4/1/2009 16:23,Product1,1200,Visa,Judith L.,Scottsdale,AZ,United States,4/1/2009 16:04,19/2/2009 19:35
6/1/2009 12:26,Product1,1200,Visa,Audinet,Cambridge,MA,United States,6/1/2009 08:40,19/2/2009 19:44
11/1/2009 04:34,Product1,1200,Visa,William,Chalfont Saint Peter,England,United Kingdom,26/4/2006 10:12,19/2/2009 21:38
17/1/2009 06:39,Product1,1200,Diners,Tatjana and Martin,Birmingham,England,United Kingdom,12/1/2008 07:00,19/2/2009 23:30
4/1/2009 03:41,Product1,1200,Mastercard,Scott,Den Haag,Zuid-Holland,Netherlands,4/1/2005 12:43,20/2/2009 00:24
12/1/2009 05:50,Product3,7500,Mastercard,Brona,Den Haag,Zuid-Holland,Netherlands,4/1/2005 12:43,20/2/2009 00:24
3/1/2009 13:43,Product1,1200,Mastercard,Andree,Newmarket,Cork,Ireland,22/10/2006 14:59,20/2/2009 03:18
11/1/2009 06:51,Product1,1200,Visa,Aziz,Irpin',Kiev,Ukraine,11/1/2009 00:00,20/2/2009 03:46
17/1/2009 06:23,Product1,1200,Visa,Fernando,Grosseto,Tuscany,Italy,22/9/2008 10:48,20/2/2009 06:39
26/1/2009 18:38,Product1,1200,Visa,Jo,Pembroke Pines,FL,United States,26/10/2008 04:24,20/2/2009 08:09
31/1/2009 13:26,Product1,1200,Visa,Joern,Waterford,Ontario,Canada,13/12/2008 18:12,20/2/2009 08:27
21/1/2009 02:20,Product2,3600,Visa,Melissa,Carouge,Geneve,Switzerland,16/1/2009 07:06,20/2/2009 08:38
18/1/2009 13:25,Product1,1200,Visa,Melissa,Chester,CT,United States,15/1/2009 11:57,20/2/2009 10:08
18/1/2009 18:57,Product1,1200,Mastercard,isabela,Reston,VA,United States,31/12/2008 08:16,20/2/2009 11:34
31/1/2009 01:59,Product1,1200,Visa,Nacole,Milan,Lombardy,Italy,11/4/2005 02:40,20/2/2009 11:41
25/1/2009 16:08,Product1,1200,Diners,Jennifer,Vancouver,British Columbia,Canada,24/1/2009 20:12,20/2/2009 12:47
16/1/2009 19:13,Product1,1200,Diners,Mary,Alpharetta,GA,United States,26/12/2008 09:28,20/2/2009 13:54
31/1/2009 15:25,Product1,1200,Visa,Lisa,Ringgold,GA,United States,28/1/2009 09:54,20/2/2009 15:53
9/1/2009 08:57,Product1,1200,Diners,Debora,Wall,NJ,United States,21/1/2008 10:27,20/2/2009 16:45
4/1/2009 22:18,Product2,3600,Mastercard,Karoline,Powell River,British Columbia,Canada,27/11/2008 16:06,20/2/2009 21:45
10/1/2009 15:18,Product2,3600,Mastercard,Jo,Huntington Beach,CA,United States,17/10/2007 14:56,20/2/2009 22:24
16/1/2009 19:47,Product1,1200,Amex,Kristen,Los Gatos,CA,United States,13/1/2009 20:49,20/2/2009 23:09
25/1/2009 08:16,Product2,3600,Visa,Astrid,Oslo,Oslo,Norway,22/4/2007 02:19,20/2/2009 23:22
25/1/2009 08:48,Product1,1200,Mastercard,Malinda,Oxford,England,United Kingdom,5/4/2008 13:20,21/2/2009 01:36
17/1/2009 09:12,Product1,1200,Amex,Sylvia,Alexandria,VA,United States,26/12/2006 14:23,21/2/2009 04:50
24/1/2009 01:22,Product1,1200,Visa,Jupiterlina Elika,Rome,Lazio,Italy,19/10/2004 02:38,21/2/2009 06:04
27/1/2009 15:09,Product1,1200,Visa,Aniko,Random Lake,WI,United States,15/1/2009 12:50,21/2/2009 07:37
25/1/2009 21:49,Product1,1200,Mastercard,Petra,San Francisco,CA,United States,24/1/2009 01:35,21/2/2009 09:26
24/1/2009 08:51,Product1,1200,Mastercard,Heather,Baluan,General Santos,Philippines,19/1/2009 11:08,21/2/2009 10:08
6/1/2009 14:08,Product1,1200,Mastercard,Kim,Brussels,Brussels (Bruxelles),Belgium,18/12/2008 07:04,21/2/2009 10:49
17/1/2009 14:06,Product1,1200,Amex,Ruby,Bedford Corners,NY,United States,28/11/2004 18:58,21/2/2009 13:03
21/1/2009 12:38,Product1,1200,Visa,Novy,Istanbul,Istanbul,Turkey,5/2/2007 12:43,21/2/2009 13:55
30/1/2009 23:49,Product2,3600,Visa,Stephanie,Hilversum,Noord-Holland,Netherlands,30/11/2008 11:54,21/2/2009 14:05
12/1/2009 12:00,Product1,1200,Mastercard,Tammy,Milford,ME,United States,6/7/2008 08:49,21/2/2009 18:45
29/1/2009 21:40,Product1,1200,Visa,Alessandra,Vancouver,British Columbia,Canada,17/6/2008 19:23,21/2/2009 20:32
24/1/2009 13:38,Product1,1200,Mastercard,Cathy,Kidderminster,England,United Kingdom,22/12/2008 03:57,22/2/2009 00:00
25/1/2009 13:50,Product2,3600,Visa,Scott,Lausanne,Vaud,Switzerland,25/1/2009 10:09,22/2/2009 03:33
12/1/2009 13:41,Product1,1200,Amex,dia,Claygate,England,United Kingdom,19/8/2007 15:23,22/2/2009 03:51
5/1/2009 11:44,Product1,1200,Visa,Lauren,Laasby,Arhus,Denmark,19/11/2008 03:55,22/2/2009 06:15
2/1/2009 08:31,Product1,1200,Visa,Line,Budaors,Pest,Hungary,23/10/2008 08:15,22/2/2009 07:06
31/1/2009 07:13,Product1,1200,Amex,Sean,London,England,United Kingdom,3/1/2008 14:59,22/2/2009 07:12
20/1/2009 02:17,Product1,1200,Diners,Sarah,Santo Domingo City,Distrito Nacional,Dominican Republic,9/11/2008 01:26,22/2/2009 11:21
25/1/2009 20:15,Product1,1200,Visa,Brian,Croton On Hudson,NY,United States,23/1/2009 22:33,22/2/2009 11:51
25/1/2009 19:44,Product1,1200,Mastercard,Lesa,Vespasiano,Minas Gerais,Brazil,6/1/2005 21:17,22/2/2009 14:24
30/1/2009 09:00,Product1,1200,Mastercard,james,Nashville,TN,United States,4/7/2007 21:35,22/2/2009 15:58
7/1/2009 19:18,Product1,1200,Mastercard,loudon,Ottawa,Ontario,Canada,2/11/2007 20:26,22/2/2009 16:06
4/1/2009 10:18,Product1,1200,Mastercard,Allison,Naples,FL,United States,8/11/2008 09:42,22/2/2009 18:36
23/1/2009 14:57,Product1,1200,Mastercard,Surat,Bridgewater,NJ,United States,29/7/2008 12:00,22/2/2009 18:48
12/1/2009 10:08,Product2,3600,Mastercard,Judy,Washington,DC,United States,31/5/2008 12:03,22/2/2009 18:58
19/1/2009 04:22,Product1,1200,Diners,brian,Hagen,Lorraine,France,21/5/2007 07:22,22/2/2009 22:33
21/1/2009 21:37,Product1,1200,Visa,Rachel,Taicheng,Guangdong,China,21/1/2009 06:24,23/2/2009 01:36
25/1/2009 04:34,Product1,1200,Mastercard,Hilde,Groningen,Groningen,Netherlands,8/1/2009 05:16,23/2/2009 03:12
30/1/2009 01:09,Product1,1200,Mastercard,Tarja,Villars,Vaud,Switzerland,30/11/2008 04:39,23/2/2009 03:56
26/1/2009 15:16,Product1,1200,Visa,Megan,Huntersville,NC,United States,22/12/2008 20:09,23/2/2009 05:14
15/1/2009 15:56,Product2,3600,Visa,Charmain,Cartersburg,IN,United States,2/1/2008 10:51,23/2/2009 06:24
2/1/2009 20:47,Product1,1200,Visa,Katharina,Flower Mound,TX,United States,23/9/2008 20:57,23/2/2009 06:56
25/1/2009 09:36,Product1,1200,Visa,Zaneta,Rochester,MI,United States,24/1/2009 10:36,23/2/2009 06:58
20/1/2009 20:09,Product1,1200,Visa,Jeannette,Dubai,Dubayy,United Arab Emirates,18/1/2009 09:58,23/2/2009 07:01
8/1/2009 11:14,Product2,3600,Visa,Liz,Langnau,Zurich,Switzerland,7/1/2009 10:25,23/2/2009 07:17
6/1/2009 20:39,Product2,3600,Mastercard,Christiane,Mission,British Columbia,Canada,6/1/2009 09:44,23/2/2009 08:55
6/1/2009 18:10,Product1,1200,Visa,Cherie,Columbus,OH,United States,22/12/2008 14:12,23/2/2009 11:35
